date,mean_temperature,daylength,site,PAR_incident
2019_05_15,18,16,treatment_3,100000
2019_05_16,18,16,treatment_3,100000
2019_05_17,18,16,treatment_3,100000
2019_05_18,18,16,treatment_3,100000
2019_05_19,18,16,treatment_3,100000
2019_05_20,18,16,treatment_3,100000
2019_05_21,18,16,treatment_3,100000
2019_05_22,18,16,treatment_3,100000
2019_05_23,18,16,treatment_3,100000
2019_05_24,18,16,treatment_3,100000
2019_05_25,18,16,treatment_3,100000
2019_05_26,18,16,treatment_3,100000
2019_05_27,18,16,treatment_3,100000
2019_05_28,18,16,treatment_3,100000
2019_05_29,18,16,treatment_3,100000
2019_05_30,18,16,treatment_3,100000
2019_05_31,18,16,treatment_3,100000
2019_06_01,18,16,treatment_3,100000
2019_06_02,18,16,treatment_3,100000
2019_06_03,18,16,treatment_3,100000
2019_06_04,18,16,treatment_3,100000
2019_06_05,18,16,treatment_3,100000
2019_06_06,18,16,treatment_3,100000
2019_06_07,18,16,treatment_3,100000
2019_06_08,18,16,treatment_3,100000
2019_06_09,18,16,treatment_3,100000
2019_06_10,18,16,treatment_3,100000
2019_06_11,18,16,treatment_3,100000
2019_06_12,18,16,treatment_3,100000
2019_06_13,18,16,treatment_3,100000
2019_06_14,18,16,treatment_3,100000
2019_06_15,18,16,treatment_3,100000
2019_06_16,18,16,treatment_3,100000
2019_06_17,18,16,treatment_3,100000
2019_06_18,18,16,treatment_3,100000
2019_06_19,18,16,treatment_3,100000
2019_06_20,18,16,treatment_3,100000
2019_06_21,18,16,treatment_3,100000
2019_06_22,18,16,treatment_3,100000
2019_06_23,18,16,treatment_3,100000
2019_06_24,18,16,treatment_3,100000
2019_06_25,18,16,treatment_3,100000
2019_06_26,18,16,treatment_3,100000
2019_06_27,18,16,treatment_3,100000
2019_06_28,18,16,treatment_3,100000
2019_06_29,18,16,treatment_3,100000
2019_06_30,18,16,treatment_3,100000
2019_07_01,18,16,treatment_3,100000
2019_07_02,18,16,treatment_3,100000
2019_07_03,18,16,treatment_3,100000
2019_07_04,18,16,treatment_3,100000
2019_07_05,18,16,treatment_3,100000
2019_07_06,18,16,treatment_3,100000
2019_07_07,18,16,treatment_3,100000
2019_07_08,18,16,treatment_3,100000
2019_07_09,18,16,treatment_3,100000
2019_07_10,18,16,treatment_3,100000
2019_07_11,18,16,treatment_3,100000
2019_07_12,18,16,treatment_3,100000
2019_07_13,18,16,treatment_3,100000
2019_07_14,18,16,treatment_3,100000
2019_07_15,18,16,treatment_3,100000
2019_07_16,18,16,treatment_3,100000
2019_07_17,18,16,treatment_3,100000
2019_07_18,18,16,treatment_3,100000
2019_07_19,18,16,treatment_3,100000
2019_07_20,18,16,treatment_3,100000
2019_07_21,18,16,treatment_3,100000
2019_07_22,18,16,treatment_3,100000
2019_07_23,18,16,treatment_3,100000
2019_07_24,18,16,treatment_3,100000
2019_07_25,18,16,treatment_3,100000
2019_07_26,18,16,treatment_3,100000
2019_07_27,18,16,treatment_3,100000
2019_07_28,18,16,treatment_3,100000
2019_07_29,18,16,treatment_3,100000
2019_07_30,18,16,treatment_3,100000
2019_07_31,18,16,treatment_3,100000
